,NObeyesdad
14188,5
14189,1
14190,4
14191,5
14192,3
14193,3
14194,1
14195,5
14196,4
14197,3
14198,2
14199,2
14200,2
14201,4
14202,5
14203,5
14204,5
14205,2
14206,1
14207,4
14208,3
14209,6
14210,0
14211,1
14212,2
14213,1
14214,4
14215,4
14216,3
14217,1
14218,0
14219,6
14220,0
14221,4
14222,1
14223,3
14224,1
14225,0
14226,6
14227,0
14228,1
14229,4
14230,6
14231,3
14232,6
14233,1
14234,0
14235,3
14236,3
14237,6
14238,3
14239,6
14240,2
14241,0
14242,6
14243,3
14244,5
14245,2
14246,4
14247,4
14248,4
14249,1
14250,0
14251,0
14252,6
14253,5
14254,5
14255,5
14256,5
14257,6
14258,0
14259,6
14260,0
14261,6
14262,3
14263,4
14264,5
14265,6
14266,2
14267,3
14268,0
14269,4
14270,1
14271,6
14272,6
14273,1
14274,5
14275,0
14276,3
14277,0
14278,6
14279,1
14280,5
14281,3
14282,0
14283,0
14284,1
14285,3
14286,5
14287,0
14288,1
14289,4
14290,4
14291,3
14292,4
14293,3
14294,3
14295,4
14296,2
14297,6
14298,2
14299,6
14300,6
14301,6
14302,3
14303,0
14304,6
14305,1
14306,6
14307,5
14308,0
14309,3
14310,6
14311,5
14312,6
14313,6
14314,3
14315,4
14316,5
14317,4
14318,5
14319,2
14320,6
14321,1
14322,6
14323,5
14324,4
14325,4
14326,6
14327,2
14328,4
14329,6
14330,3
14331,0
14332,6
14333,0
14334,1
14335,6
14336,6
14337,4
14338,4
14339,3
14340,6
14341,3
14342,4
14343,4
14344,5
14345,0
14346,3
14347,3
14348,5
14349,4
14350,0
14351,4
14352,4
14353,0
14354,5
14355,2
14356,4
14357,4
14358,6
14359,6
14360,2
14361,5
14362,2
14363,3
14364,1
14365,2
14366,6
14367,2
14368,5
14369,1
14370,4
14371,4
14372,1
14373,0
14374,6
14375,4
14376,6
14377,2
14378,0
14379,5
14380,2
14381,2
14382,5
14383,5
14384,5
14385,4
14386,6
14387,4
14388,0
14389,4
14390,6
14391,1
14392,4
14393,5
14394,6
14395,6
14396,3
14397,6
14398,6
14399,4
14400,4
14401,5
14402,6
14403,2
14404,5
14405,4
14406,1
14407,3
14408,4
14409,2
14410,0
14411,1
14412,3
14413,3
14414,2
14415,6
14416,5
14417,2
14418,3
14419,4
14420,1
14421,4
14422,1
14423,2
14424,1
14425,0
14426,1
14427,6
14428,6
14429,5
14430,1
14431,2
14432,5
14433,5
14434,3
14435,2
14436,0
14437,1
14438,1
14439,5
14440,0
14441,1
14442,0
14443,0
14444,4
14445,6
14446,1
14447,3
14448,1
14449,0
14450,2
14451,2
14452,1
14453,4
14454,1
14455,5
14456,4
14457,6
14458,2
14459,6
14460,6
14461,1
14462,4
14463,4
14464,2
14465,4
14466,5
14467,1
14468,0
14469,2
14470,1
14471,5
14472,4
14473,1
14474,6
14475,3
14476,0
14477,5
14478,0
14479,2
14480,4
14481,1
14482,6
14483,4
14484,1
14485,2
14486,2
14487,3
14488,5
14489,4
14490,5
14491,1
14492,0
14493,6
14494,6
14495,6
14496,4
14497,1
14498,6
14499,1
14500,6
14501,3
14502,1
14503,3
14504,5
14505,0
14506,0
14507,3
14508,1
14509,1
14510,1
14511,0
14512,6
14513,1
14514,1
14515,6
14516,2
14517,6
14518,2
14519,5
14520,3
14521,0
14522,5
14523,0
14524,1
14525,4
14526,2
14527,5
14528,6
14529,4
14530,4
14531,4
14532,3
14533,4
14534,6
14535,4
14536,5
14537,0
14538,6
14539,5
14540,0
14541,0
14542,3
14543,1
14544,6
14545,6
14546,4
14547,4
14548,0
14549,4
14550,2
14551,5
14552,4
14553,6
14554,6
14555,1
14556,2
14557,2
14558,6
14559,1
14560,6
14561,6
14562,5
14563,0
14564,5
14565,1
14566,3
14567,1
14568,0
14569,5
14570,1
14571,4
14572,5
14573,3
14574,3
14575,3
14576,3
14577,5
14578,0
14579,0
14580,4
14581,2
14582,1
14583,0
14584,3
14585,1
14586,4
14587,4
14588,4
14589,5
14590,2
14591,5
14592,2
14593,0
14594,6
14595,2
14596,5
14597,4
14598,2
14599,6
14600,0
14601,6
14602,3
14603,2
14604,0
14605,3
14606,6
14607,3
14608,6
14609,5
14610,4
14611,0
14612,2
14613,1
14614,3
14615,6
14616,2
14617,5
14618,1
14619,6
14620,5
14621,2
14622,2
14623,4
14624,1
14625,5
14626,6
14627,1
14628,6
14629,1
14630,0
14631,0
14632,5
14633,0
14634,2
14635,6
14636,6
14637,4
14638,5
14639,1
14640,2
14641,4
14642,4
14643,0
14644,3
14645,0
14646,2
14647,5
14648,4
14649,5
14650,6
14651,4
14652,2
14653,6
14654,0
14655,0
14656,1
14657,2
14658,6
14659,2
14660,1
14661,4
14662,6
14663,1
14664,2
14665,3
14666,3
14667,0
14668,1
14669,2
14670,5
14671,3
14672,3
14673,3
14674,1
14675,4
14676,6
14677,5
14678,5
14679,3
14680,0
14681,4
14682,3
14683,6
14684,4
14685,6
14686,0
14687,1
14688,6
14689,2
14690,0
14691,6
14692,3
14693,2
14694,5
14695,4
14696,4
14697,0
14698,4
14699,3
14700,5
14701,0
14702,0
14703,6
14704,6
14705,6
14706,3
14707,5
14708,4
14709,4
14710,1
14711,3
14712,0
14713,5
14714,2
14715,6
14716,2
14717,6
14718,2
14719,4
14720,0
14721,5
14722,5
14723,0
14724,2
14725,4
14726,4
14727,4
14728,3
14729,5
14730,6
14731,4
14732,1
14733,4
14734,2
14735,3
14736,3
14737,6
14738,0
14739,1
14740,0
14741,4
14742,2
14743,4
14744,6
14745,3
14746,5
14747,1
14748,0
14749,4
14750,5
14751,2
14752,6
14753,5
14754,1
14755,6
14756,3
14757,5
14758,3
14759,2
14760,2
14761,5
14762,6
14763,1
14764,4
14765,1
14766,6
14767,5
14768,6
14769,1
14770,6
14771,4
14772,0
14773,1
14774,0
14775,5
14776,6
14777,1
14778,1
14779,1
14780,2
14781,2
14782,0
14783,0
14784,5
14785,6
14786,2
14787,2
14788,2
14789,3
14790,6
14791,1
14792,3
14793,6
14794,4
14795,5
14796,6
14797,2
14798,1
14799,0
14800,3
14801,5
14802,0
14803,0
14804,2
14805,2
14806,5
14807,4
14808,6
14809,5
14810,6
14811,4
14812,4
14813,5
14814,0
14815,2
14816,6
14817,1
14818,5
14819,2
14820,3
14821,1
14822,1
14823,5
14824,4
14825,4
14826,3
14827,4
14828,3
14829,6
14830,2
14831,2
14832,5
14833,0
14834,4
14835,6
14836,6
14837,0
14838,6
14839,6
14840,4
14841,2
14842,2
14843,6
14844,1
14845,4
14846,0
14847,3
14848,6
14849,0
14850,6
14851,1
14852,1
14853,6
14854,2
14855,2
14856,1
14857,4
14858,6
14859,3
14860,6
14861,0
14862,3
14863,5
14864,6
14865,1
14866,4
14867,2
14868,1
14869,1
14870,6
14871,2
14872,3
14873,0
14874,0
14875,5
14876,2
14877,0
14878,6
14879,6
14880,0
14881,5
14882,3
14883,3
14884,5
14885,6
14886,2
14887,5
14888,2
14889,1
14890,6
14891,4
14892,6
14893,4
14894,1
14895,2
14896,3
14897,6
14898,0
14899,4
14900,5
14901,6
14902,4
14903,5
14904,5
14905,1
14906,6
14907,4
14908,5
14909,5
14910,6
14911,0
14912,5
14913,2
14914,4
14915,2
14916,2
14917,3
14918,3
14919,1
14920,3
14921,1
14922,6
14923,1
14924,5
14925,0
14926,6
14927,0
14928,6
14929,2
14930,3
14931,5
14932,0
14933,2
14934,2
14935,0
14936,6
14937,6
14938,5
14939,1
14940,2
14941,0
14942,3
14943,3
14944,4
14945,6
14946,4
14947,2
14948,0
14949,6
14950,1
14951,6
14952,6
14953,3
14954,2
14955,1
14956,1
14957,4
14958,6
14959,4
14960,0
14961,2
14962,5
14963,1
14964,3
14965,3
14966,4
14967,6
14968,5
14969,0
14970,1
14971,0
14972,3
14973,1
14974,4
14975,5
14976,4
14977,2
14978,0
14979,6
14980,3
14981,0
14982,6
14983,3
14984,1
14985,3
14986,6
14987,4
14988,0
14989,6
14990,5
14991,5
14992,4
14993,5
14994,5
14995,0
14996,0
14997,0
14998,6
14999,5
15000,5
15001,3
15002,5
15003,4
15004,2
15005,4
15006,3
15007,5
15008,1
15009,1
15010,1
15011,1
15012,1
15013,6
15014,0
15015,3
15016,2
15017,6
15018,1
15019,0
15020,0
15021,5
15022,5
15023,3
15024,0
15025,2
15026,4
15027,6
15028,5
15029,1
15030,1
15031,1
15032,6
15033,2
15034,4
15035,6
15036,3
15037,0
15038,1
15039,5
15040,4
15041,0
15042,6
15043,6
15044,0
15045,4
15046,4
15047,0
15048,6
15049,6
15050,6
15051,5
15052,6
15053,6
15054,0
15055,5
15056,6
15057,5
15058,5
15059,0
15060,3
15061,6
15062,3
15063,1
15064,5
15065,3
15066,5
15067,5
15068,6
15069,1
15070,5
15071,4
15072,4
15073,0
15074,6
15075,0
15076,4
15077,5
15078,6
15079,0
15080,3
15081,0
15082,1
15083,4
15084,1
15085,5
15086,5
15087,2
15088,2
15089,0
15090,0
15091,1
15092,5
15093,0
15094,6
15095,2
15096,6
15097,0
15098,1
15099,0
15100,3
15101,1
15102,6
15103,6
15104,3
15105,1
15106,6
15107,5
15108,6
15109,5
15110,1
15111,5
15112,3
15113,5
15114,4
15115,6
15116,5
15117,3
15118,5
15119,5
15120,5
15121,0
15122,6
15123,3
15124,4
15125,1
15126,4
15127,5
15128,5
15129,5
15130,2
15131,6
15132,4
15133,3
15134,5
15135,5
15136,0
15137,4
15138,1
15139,3
15140,6
15141,4
15142,1
15143,0
15144,2
15145,4
15146,0
15147,3
15148,6
15149,6
15150,4
15151,6
15152,1
15153,0
15154,2
15155,3
15156,5
15157,0
15158,5
15159,2
15160,1
15161,2
15162,6
15163,6
15164,6
15165,0
15166,4
15167,6
15168,6
15169,3
15170,2
15171,5
15172,5
15173,5
15174,0
15175,4
15176,6
15177,2
15178,6
15179,6
15180,5
15181,0
15182,0
15183,3
15184,0
15185,0
15186,5
15187,2
15188,0
15189,6
15190,1
15191,6
15192,6
15193,4
15194,3
15195,4
15196,3
15197,0
15198,5
15199,1
15200,4
15201,5
15202,5
15203,0
15204,6
15205,6
15206,6
15207,0
15208,2
15209,0
15210,5
15211,1
15212,3
15213,5
15214,6
15215,0
15216,1
15217,6
15218,5
15219,3
15220,5
15221,3
15222,1
15223,5
15224,2
15225,5
15226,0
15227,2
15228,4
15229,3
15230,0
15231,0
15232,4
15233,5
15234,1
15235,5
15236,4
15237,5
15238,6
15239,0
15240,5
15241,5
15242,3
15243,0
15244,5
15245,4
15246,5
15247,0
15248,2
15249,2
15250,6
15251,5
15252,6
15253,0
15254,4
15255,3
15256,4
15257,4
15258,1
15259,3
15260,2
15261,6
15262,1
15263,4
15264,2
15265,2
15266,5
15267,4
15268,2
15269,2
15270,6
15271,2
15272,4
15273,3
15274,6
15275,5
15276,3
15277,2
15278,2
15279,3
15280,6
15281,5
15282,6
15283,3
15284,6
15285,3
15286,5
15287,6
15288,2
15289,6
15290,6
15291,3
15292,2
15293,1
15294,6
15295,4
15296,1
15297,5
15298,4
15299,4
15300,5
15301,0
15302,4
15303,1
15304,6
15305,2
15306,0
15307,5
15308,4
15309,6
15310,5
15311,0
15312,5
15313,5
15314,1
15315,0
15316,5
15317,4
15318,1
15319,1
15320,3
15321,1
15322,0
15323,4
15324,0
15325,6
15326,5
15327,5
15328,5
15329,0
15330,1
15331,1
15332,5
15333,3
15334,5
15335,0
15336,6
15337,1
15338,0
15339,1
15340,3
15341,1
15342,0
15343,6
15344,3
15345,6
15346,2
15347,5
15348,0
15349,1
15350,4
15351,6
15352,0
15353,4
15354,0
15355,3
15356,4
15357,6
15358,5
15359,3
15360,0
15361,6
15362,3
15363,3
15364,3
15365,5
15366,2
15367,5
15368,5
15369,3
15370,0
15371,0
15372,4
15373,5
15374,1
15375,5
15376,2
15377,0
15378,3
15379,1
15380,3
15381,0
15382,0
15383,2
15384,0
15385,3
15386,4
15387,5
15388,1
15389,4
15390,6
15391,6
15392,1
15393,6
15394,4
15395,4
15396,2
15397,1
15398,5
15399,0
15400,3
15401,2
15402,0
15403,2
15404,1
15405,5
15406,4
15407,6
15408,1
15409,1
15410,6
15411,3
15412,0
15413,3
15414,1
15415,6
15416,6
15417,2
15418,6
15419,5
15420,1
15421,1
15422,1
15423,6
15424,5
15425,4
15426,3
15427,1
15428,4
15429,6
15430,6
15431,5
15432,6
15433,2
15434,3
15435,5
15436,5
15437,6
15438,6
15439,6
15440,2
15441,0
15442,0
15443,5
15444,5
15445,2
15446,0
15447,6
15448,4
15449,0
15450,4
15451,0
15452,5
15453,4
15454,4
15455,6
15456,1
15457,5
15458,0
15459,3
15460,4
15461,0
15462,1
15463,1
15464,1
15465,5
15466,2
15467,6
15468,1
15469,3
15470,6
15471,1
15472,5
15473,6
15474,4
15475,3
15476,0
15477,2
15478,6
15479,3
15480,4
15481,0
15482,5
15483,4
15484,5
15485,5
15486,1
15487,1
15488,6
15489,3
15490,4
15491,6
15492,6
15493,0
15494,5
15495,6
15496,6
15497,5
15498,6
15499,6
15500,4
15501,1
15502,6
15503,4
15504,2
15505,3
15506,5
15507,0
15508,2
15509,5
15510,6
15511,2
15512,1
15513,2
15514,3
15515,5
15516,6
15517,4
15518,3
15519,4
15520,1
15521,5
15522,1
15523,3
15524,5
15525,1
15526,3
15527,2
15528,3
15529,5
15530,6
15531,3
15532,6
15533,5
15534,5
15535,4
15536,4
15537,6
15538,3
15539,6
15540,1
15541,4
15542,0
15543,1
15544,0
15545,0
15546,2
15547,0
15548,2
15549,3
15550,3
15551,3
15552,1
15553,6
15554,2
15555,6
15556,3
15557,6
15558,6
15559,5
15560,6
15561,6
15562,5
15563,0
15564,1
15565,3
15566,6
15567,2
15568,0
15569,5
15570,6
15571,6
15572,1
15573,6
15574,4
15575,3
15576,0
15577,2
15578,1
15579,1
15580,4
15581,3
15582,6
15583,3
15584,5
15585,6
15586,4
15587,2
15588,5
15589,6
15590,3
15591,3
15592,5
15593,1
15594,5
15595,4
15596,3
15597,6
15598,4
15599,4
15600,6
15601,3
15602,2
15603,2
15604,5
15605,4
15606,6
15607,4
15608,1
15609,2
15610,2
15611,3
15612,3
15613,3
15614,6
15615,0
15616,4
15617,2
15618,6
15619,5
15620,6
15621,1
15622,1
15623,3
15624,6
15625,1
15626,3
15627,5
15628,0
15629,3
15630,5
15631,1
15632,3
15633,6
15634,4
15635,2
15636,1
15637,0
15638,5
15639,2
15640,3
15641,0
15642,3
15643,4
15644,3
15645,3
15646,3
15647,3
15648,5
15649,6
15650,5
15651,6
15652,3
15653,2
15654,4
15655,5
15656,1
15657,0
15658,4
15659,0
15660,1
15661,6
15662,0
15663,2
15664,5
15665,5
15666,4
15667,0
15668,4
15669,1
15670,0
15671,1
15672,1
15673,6
15674,1
15675,0
15676,3
15677,1
15678,2
15679,6
15680,1
15681,3
15682,2
15683,1
15684,1
15685,4
15686,3
15687,5
15688,2
15689,4
15690,5
15691,1
15692,1
15693,4
15694,2
15695,0
15696,4
15697,0
15698,5
15699,0
15700,6
15701,1
15702,0
15703,6
15704,4
15705,5
15706,1
15707,1
15708,4
15709,5
15710,1
15711,2
15712,0
15713,2
15714,5
15715,3
15716,3
15717,3
15718,6
15719,6
15720,5
15721,6
15722,1
15723,3
15724,3
15725,4
15726,2
15727,1
15728,4
15729,5
15730,5
15731,2
15732,2
15733,1
15734,4
15735,4
15736,4
15737,6
15738,3
15739,3
15740,5
15741,5
15742,2
15743,0
15744,2
15745,0
15746,1
15747,0
15748,4
15749,2
15750,0
15751,3
15752,5
15753,4
15754,0
15755,6
15756,1
15757,5
15758,1
15759,1
15760,0
15761,3
15762,3
15763,1
15764,5
15765,6
15766,6
15767,0
15768,5
15769,2
15770,5
15771,4
15772,0
15773,6
15774,3
15775,5
15776,1
15777,5
15778,0
15779,1
15780,2
15781,1
15782,5
15783,3
15784,5
15785,1
15786,2
15787,5
15788,2
15789,4
15790,1
15791,6
15792,6
15793,3
15794,1
15795,5
15796,6
15797,2
15798,3
15799,2
15800,1
15801,2
15802,2
15803,1
15804,4
15805,6
15806,6
15807,6
15808,1
15809,2
15810,4
15811,5
15812,6
15813,6
15814,5
15815,6
15816,4
15817,5
15818,0
15819,4
15820,6
15821,0
15822,1
15823,4
15824,6
15825,6
15826,0
15827,2
15828,1
15829,3
15830,0
15831,2
15832,6
15833,6
15834,5
15835,4
15836,0
15837,1
15838,6
15839,6
15840,1
15841,1
15842,6
15843,6
15844,6
15845,1
15846,1
15847,4
15848,0
15849,2
15850,2
15851,5
15852,0
15853,5
15854,3
15855,2
15856,2
15857,4
15858,0
15859,3
15860,0
15861,2
15862,1
15863,5
15864,2
15865,3
15866,1
15867,6
15868,3
15869,3
15870,4
15871,2
15872,1
15873,1
15874,5
15875,5
15876,1
15877,6
15878,6
15879,5
15880,3
15881,5
15882,5
15883,3
15884,0
15885,5
15886,5
15887,6
15888,2
15889,6
15890,3
15891,3
15892,1
15893,3
15894,4
15895,4
15896,3
15897,0
15898,1
15899,3
15900,4
15901,0
15902,2
15903,1
15904,5
15905,5
15906,0
15907,5
15908,3
15909,5
15910,3
15911,2
15912,2
15913,5
15914,0
15915,6
15916,6
15917,4
15918,0
15919,3
15920,6
15921,2
15922,0
15923,5
15924,0
15925,6
15926,1
15927,6
15928,5
15929,4
15930,4
15931,0
15932,0
15933,3
15934,4
15935,4
15936,3
15937,4
15938,0
15939,1
15940,6
15941,0
15942,5
15943,5
15944,5
15945,3
15946,6
15947,0
15948,5
15949,5
15950,4
15951,4
15952,5
15953,3
15954,6
15955,4
15956,1
15957,1
15958,0
15959,4
15960,6
15961,3
15962,6
15963,3
15964,4
15965,6
15966,2
15967,1
15968,3
15969,0
15970,5
15971,1
15972,5
15973,2
15974,5
15975,1
15976,0
15977,0
15978,6
15979,1
15980,6
15981,4
15982,6
15983,5
15984,5
15985,6
15986,1
15987,6
15988,6
15989,6
15990,0
15991,6
15992,0
15993,0
15994,5
15995,5
15996,2
15997,0
15998,0
15999,6
16000,2
16001,3
16002,6
16003,5
16004,4
16005,3
16006,5
16007,2
16008,6
16009,1
16010,6
16011,6
16012,5
16013,3
16014,1
16015,1
16016,1
16017,3
16018,5
16019,2
16020,3
16021,5
16022,0
16023,6
16024,4
16025,6
16026,4
16027,0
16028,3
16029,3
16030,5
16031,3
16032,3
16033,5
16034,6
16035,3
16036,1
16037,1
16038,4
16039,0
16040,5
16041,6
16042,1
16043,3
16044,5
16045,4
16046,6
16047,5
16048,3
16049,3
16050,5
16051,6
16052,6
16053,5
16054,5
16055,1
16056,6
16057,1
16058,2
16059,4
16060,5
16061,1
16062,6
16063,0
16064,0
16065,6
16066,2
16067,2
16068,3
16069,0
16070,0
16071,5
16072,3
16073,4
16074,5
16075,0
16076,4
16077,4
16078,2
16079,3
16080,3
16081,5
16082,0
16083,3
16084,5
16085,0
16086,6
16087,5
16088,6
16089,3
16090,2
16091,3
16092,2
16093,6
16094,6
16095,5
16096,1
16097,5
16098,1
16099,6
16100,3
16101,1
16102,2
16103,5
16104,6
16105,1
16106,4
16107,0
16108,4
16109,1
16110,6
16111,5
16112,1
16113,5
16114,6
16115,5
16116,3
16117,3
16118,1
16119,0
16120,1
16121,1
16122,6
16123,4
16124,3
16125,4
16126,3
16127,1
16128,4
16129,3
16130,5
16131,3
16132,1
16133,5
16134,2
16135,1
16136,6
16137,3
16138,2
16139,6
16140,3
16141,5
16142,6
16143,5
16144,4
16145,1
16146,3
16147,2
16148,2
16149,4
16150,6
16151,6
16152,6
16153,6
16154,1
16155,6
16156,1
16157,5
16158,0
16159,5
16160,5
16161,3
16162,3
16163,1
16164,6
16165,4
16166,5
16167,6
16168,0
16169,5
16170,0
16171,2
16172,2
16173,0
16174,5
16175,6
16176,4
16177,1
16178,1
16179,5
16180,5
16181,5
16182,1
16183,6
16184,5
16185,1
16186,6
16187,6
16188,2
16189,1
16190,2
16191,5
16192,0
16193,0
16194,5
16195,4
16196,6
16197,6
16198,1
16199,3
16200,3
16201,1
16202,0
16203,3
16204,3
16205,3
16206,3
16207,3
16208,1
16209,0
16210,2
16211,4
16212,4
16213,5
16214,4
16215,3
16216,5
16217,2
16218,1
16219,2
16220,0
16221,0
16222,2
16223,1
16224,0
16225,6
16226,2
16227,6
16228,5
16229,5
16230,2
16231,1
16232,1
16233,6
16234,3
16235,6
16236,5
16237,4
16238,4
16239,4
16240,1
16241,5
16242,1
16243,4
16244,4
16245,5
16246,0
16247,6
16248,6
16249,3
16250,4
16251,2
16252,4
16253,4
16254,6
16255,2
16256,2
16257,6
16258,5
16259,1
16260,0
16261,0
16262,6
16263,4
16264,6
16265,3
16266,5
16267,4
16268,1
16269,4
16270,3
16271,6
16272,2
16273,5
16274,0
16275,2
16276,6
16277,5
16278,6
16279,5
16280,0
16281,3
16282,4
16283,4
16284,1
16285,4
16286,2
16287,6
16288,5
16289,6
16290,3
16291,0
16292,4
16293,0
16294,2
16295,1
16296,4
16297,2
16298,1
16299,3
16300,0
16301,2
16302,4
16303,2
16304,5
16305,1
16306,5
16307,3
16308,5
16309,2
16310,6
16311,3
16312,0
16313,0
16314,0
16315,1
16316,5
16317,4
16318,1
16319,6
16320,3
16321,2
16322,0
16323,3
16324,5
16325,0
16326,1
16327,3
16328,5
16329,2
16330,1
16331,4
16332,0
16333,0
16334,0
16335,3
16336,6
16337,4
16338,5
16339,6
16340,1
16341,0
16342,6
16343,0
16344,2
16345,0
16346,5
16347,1
16348,6
16349,6
16350,2
16351,2
16352,4
16353,6
16354,5
16355,1
16356,4
16357,5
16358,0
16359,1
16360,5
16361,6
16362,5
16363,6
16364,4
16365,4
16366,6
16367,5
16368,6
16369,5
16370,2
16371,2
16372,5
16373,6
16374,2
16375,4
16376,6
16377,0
16378,5
16379,0
16380,1
16381,1
16382,3
16383,0
16384,6
16385,5
16386,3
16387,2
16388,1
16389,6
16390,4
16391,2
16392,6
16393,4
16394,2
16395,2
16396,5
16397,1
16398,1
16399,6
16400,5
16401,5
16402,1
16403,0
16404,0
16405,5
16406,5
16407,2
16408,3
16409,6
16410,0
16411,1
16412,1
16413,1
16414,6
16415,2
16416,1
16417,0
16418,5
16419,6
16420,1
16421,5
16422,4
16423,4
16424,3
16425,1
16426,1
16427,6
16428,6
16429,6
16430,4
16431,5
16432,1
16433,2
16434,4
16435,2
16436,1
16437,5
16438,5
16439,3
16440,4
16441,6
16442,0
16443,0
16444,3
16445,0
16446,2
16447,5
16448,2
16449,6
16450,6
16451,3
16452,5
16453,6
16454,4
16455,4
16456,6
16457,6
16458,0
16459,5
16460,3
16461,6
16462,6
16463,4
16464,6
16465,2
16466,1
16467,5
16468,5
16469,2
16470,6
16471,6
16472,1
16473,3
16474,0
16475,0
16476,5
16477,6
16478,5
16479,1
16480,2
16481,1
16482,5
16483,6
16484,6
16485,2
16486,1
16487,5
16488,5
16489,5
16490,6
16491,6
16492,1
16493,5
16494,3
16495,4
16496,1
16497,6
16498,3
16499,2
16500,4
16501,0
16502,1
16503,1
16504,5
16505,5
16506,4
16507,3
16508,2
16509,1
16510,1
16511,3
16512,6
16513,2
16514,3
16515,5
16516,5
16517,5
16518,6
16519,0
16520,6
16521,6
16522,6
16523,3
16524,3
16525,6
16526,6
16527,5
16528,4
16529,6
16530,4
16531,6
16532,6
16533,1
16534,4
16535,6
16536,6
16537,6
16538,0
16539,4
16540,2
16541,2
16542,6
16543,2
16544,0
16545,1
16546,4
16547,4
16548,5
16549,6
16550,1
16551,6
16552,5
16553,2
16554,0
16555,4
16556,5
16557,4
16558,3
16559,5
16560,1
16561,2
16562,4
16563,5
16564,2
16565,6
16566,6
16567,3
16568,5
16569,5
16570,5
16571,3
16572,6
16573,5
16574,4
16575,6
16576,6
16577,6
16578,0
16579,6
16580,6
16581,6
16582,5
16583,0
16584,5
16585,0
16586,5
16587,1
16588,6
16589,2
16590,6
16591,1
16592,1
16593,5
16594,3
16595,3
16596,5
16597,2
16598,6
16599,0
16600,6
16601,6
16602,5
16603,5
16604,4
16605,3
16606,0
16607,2
16608,6
16609,4
16610,5
16611,5
16612,5
16613,2
16614,6
16615,4
16616,6
16617,1
16618,6
16619,5
16620,2
16621,1
16622,6
16623,6
16624,2
16625,1
16626,2
16627,2
16628,4
16629,3
16630,1
16631,3
16632,6
16633,1
16634,6
16635,1
16636,6
16637,3
16638,3
16639,3
16640,0
16641,3
16642,6
16643,2
16644,5
16645,6
16646,2
16647,1
16648,6
16649,5
16650,6
16651,3
16652,2
16653,6
16654,4
16655,5
16656,4
16657,5
16658,4
16659,6
16660,0
16661,2
16662,3
16663,4
16664,5
16665,5
16666,5
16667,1
16668,4
16669,0
16670,6
16671,5
16672,6
16673,3
16674,4
16675,6
16676,0
16677,4
16678,5
16679,0
16680,5
16681,0
16682,3
16683,5
16684,5
16685,3
16686,6
16687,4
16688,0
16689,5
16690,1
16691,2
16692,0
16693,1
16694,3
16695,3
16696,1
16697,3
16698,1
16699,0
16700,1
16701,0
16702,1
16703,3
16704,1
16705,4
16706,6
16707,5
16708,6
16709,3
16710,3
16711,3
16712,1
16713,5
16714,1
16715,6
16716,1
16717,6
16718,4
16719,1
16720,0
16721,4
16722,5
16723,0
16724,3
16725,6
16726,5
16727,5
16728,5
16729,0
16730,2
16731,6
16732,4
16733,5
16734,4
16735,1
16736,4
16737,2
16738,5
16739,5
16740,2
16741,5
16742,3
16743,3
16744,4
16745,6
16746,3
16747,5
16748,3
16749,5
16750,6
16751,1
16752,6
16753,2
16754,5
16755,1
16756,3
16757,6
16758,4
16759,2
16760,0
16761,3
16762,6
16763,2
16764,1
16765,3
16766,6
16767,1
16768,4
16769,3
16770,3
16771,6
16772,2
16773,6
16774,3
16775,4
16776,6
16777,4
16778,2
16779,3
16780,6
16781,5
16782,1
16783,4
16784,4
16785,5
16786,0
16787,1
16788,6
16789,3
16790,6
16791,4
16792,4
16793,5
16794,3
16795,6
16796,0
16797,1
16798,4
16799,4
16800,6
16801,6
16802,0
16803,1
16804,1
16805,1
16806,2
16807,0
16808,4
16809,6
16810,1
16811,3
16812,3
16813,3
16814,1
16815,6
16816,6
16817,5
16818,3
16819,0
16820,0
16821,4
16822,5
16823,5
16824,0
16825,0
16826,5
16827,2
16828,6
16829,3
16830,3
16831,1
16832,5
16833,4
16834,4
16835,6
16836,4
16837,1
16838,0
16839,0
16840,0
16841,3
16842,2
16843,6
16844,6
16845,2
16846,3
16847,4
16848,5
16849,4
16850,2
16851,1
16852,4
16853,3
16854,3
16855,4
16856,5
16857,4
16858,2
16859,2
16860,1
16861,2
16862,6
16863,1
16864,2
16865,0
16866,5
16867,6
16868,0
16869,0
16870,1
16871,5
16872,3
16873,0
16874,0
16875,1
16876,3
16877,5
16878,5
16879,4
16880,4
16881,6
16882,6
16883,6
16884,6
16885,4
16886,4
16887,1
16888,1
16889,3
16890,0
16891,6
16892,2
16893,4
16894,1
16895,0
16896,3
16897,1
16898,3
16899,0
16900,5
16901,6
16902,1
16903,2
16904,6
16905,0
16906,2
16907,3
16908,2
16909,3
16910,4
16911,0
16912,2
16913,0
16914,4
16915,3
16916,5
16917,5
16918,2
16919,6
16920,5
16921,6
16922,5
16923,5
16924,6
16925,3
16926,3
16927,6
16928,6
16929,0
16930,6
16931,6
16932,0
16933,0
16934,5
16935,5
16936,2
16937,5
16938,0
16939,1
16940,4
16941,3
16942,6
16943,2
16944,3
16945,0
16946,1
16947,6
16948,0
16949,5
16950,6
16951,2
16952,1
16953,2
16954,2
16955,4
16956,6
16957,6
16958,1
16959,2
16960,6
16961,3
16962,2
16963,1
16964,4
16965,1
16966,4
16967,5
16968,1
16969,1
16970,1
16971,6
16972,6
16973,3
16974,0
16975,6
16976,6
16977,0
16978,2
16979,2
16980,1
16981,2
16982,6
16983,6
16984,5
16985,5
